#M_p, a_p, am_o, am_f, em_o, max em, em_dot, sim_time, sim_time/P_p, stab_flag (0 = stable), done_flag (0 = done)
1.36,0.112,8.6519,18.6695,0.0000,0.1028,4.1944e-01,1.8400e+05,2.3543e+06,-1,0
1.61,0.080,8.6519,14.2822,0.0000,0.1083,2.6617e-01,3.4000e+04,7.2062e+05,-1,0
1.42,0.088,8.6519,14.9633,0.0000,0.0984,3.4637e-01,4.0000e+04,7.3485e+05,-1,0
1.93,0.115,8.6519,21.5688,0.0000,0.1013,4.3323e-01,5.7900e+05,7.1203e+06,-1,0
1.69,0.081,8.6519,14.6293,0.0000,0.0990,4.3476e-01,3.9000e+04,8.1134e+05,-1,0
1.26,0.090,8.6519,14.6266,0.0000,0.0889,2.7906e-01,3.3000e+04,5.8616e+05,-1,0
1.89,0.125,8.6519,23.3008,0.0000,0.0938,4.4556e-01,9.5200e+05,1.0331e+07,-1,0
1.69,0.150,8.6519,26.8725,0.0000,0.0983,4.6533e-01,2.4130e+06,1.9920e+07,-1,0
1.29,0.088,8.6519,14.5985,0.0000,0.0870,2.8374e-01,3.0000e+04,5.5114e+05,-1,0
1.90,0.104,8.6519,19.4461,0.0000,0.0958,4.1269e-01,2.9300e+05,4.1897e+06,-1,0
0.83,0.126,8.6519,17.9160,0.0000,0.0920,4.0781e-01,1.0000e+05,1.0723e+06,-1,0
1.91,0.164,8.6519,30.6755,0.0000,0.0791,4.5238e-01,5.5480e+06,4.0062e+07,-1,0
1.77,0.087,8.6519,15.9416,0.0000,0.1197,4.1522e-01,7.7000e+04,1.4390e+06,-1,0
1.62,0.139,8.6519,24.5886,0.0000,0.0911,4.5013e-01,1.2520e+06,1.1586e+07,-1,0
1.86,0.165,8.6519,30.7068,0.0000,0.0790,4.5831e-01,5.4180e+06,3.8768e+07,-1,0
1.02,0.086,8.6519,13.2985,0.0000,0.1222,3.6888e-01,1.5000e+04,2.8524e+05,-1,0
0.99,0.162,8.6519,24.3254,0.0000,0.1110,4.4182e-01,8.9700e+05,6.5976e+06,-1,0
0.83,0.171,8.6519,24.1811,0.0000,0.0980,4.4825e-01,7.6600e+05,5.1952e+06,-1,0
1.04,0.169,8.6519,25.8769,0.0000,0.1090,4.5881e-01,1.3520e+06,9.3328e+06,-1,0
1.55,0.180,8.6519,31.3923,0.0000,0.0829,4.7011e-01,5.0430e+06,3.1670e+07,-1,0
1.65,0.132,8.6519,23.5740,0.0000,0.0930,4.5069e-01,9.4200e+05,9.4201e+06,-1,0
1.95,0.086,8.6519,16.4009,0.0000,0.1098,3.9853e-01,9.3000e+04,1.7685e+06,-1,0
1.85,0.127,8.6519,23.5663,0.0000,0.0967,4.2042e-01,9.9800e+05,1.0575e+07,-1,0
0.92,0.177,8.6519,25.9374,0.0000,0.0970,4.6777e-01,1.2890e+06,8.3015e+06,-1,0
1.63,0.093,8.6519,16.6673,0.0000,0.1042,3.9738e-01,9.1000e+04,1.5388e+06,-1,0
1.72,0.142,8.6519,25.6190,0.0000,0.0920,4.6284e-01,1.6760e+06,1.5021e+07,-1,0
1.08,0.087,8.6519,14.3957,0.0000,0.1660,4.8502e-01,2.0000e+04,3.7378e+05,-1,0
1.19,0.086,8.6519,13.7741,0.0000,0.0907,3.6095e-01,2.1000e+04,3.9933e+05,-1,0
0.83,0.138,8.6519,19.6024,0.0000,0.0994,4.3355e-01,1.8200e+05,1.7026e+06,-1,0
1.09,0.175,8.6519,27.0900,0.0000,0.0999,4.6376e-01,1.9000e+06,1.2447e+07,-1,0
1.61,0.104,8.6519,18.5268,0.0000,0.0979,4.4669e-01,1.7600e+05,2.5167e+06,-1,0
1.73,0.106,8.6519,19.1864,0.0000,0.1072,4.3739e-01,2.5400e+05,3.5297e+06,-1,0
1.56,0.104,8.6519,18.2045,0.0000,0.0954,4.5486e-01,1.5900e+05,2.2736e+06,-1,0
1.16,0.161,8.6519,25.4617,0.0000,0.0990,4.5006e-01,1.3220e+06,9.8142e+06,-1,0
1.25,0.154,8.6519,25.0143,0.0000,0.0947,4.5969e-01,1.1680e+06,9.2688e+06,-1,0
1.58,0.120,8.6519,21.1734,0.0000,0.0977,4.6382e-01,4.3700e+05,5.0417e+06,-1,0
0.82,0.128,8.6519,18.1514,0.0000,0.1042,4.2752e-01,1.0600e+05,1.1101e+06,-1,0
1.75,0.084,8.6519,15.2993,0.0000,0.1123,3.7903e-01,5.8000e+04,1.1425e+06,-1,0
1.02,0.091,8.6519,13.8793,0.0000,0.0910,3.0769e-01,1.9000e+04,3.3194e+05,-1,0
1.97,0.134,8.6519,25.3226,0.0000,0.0961,4.4006e-01,1.7780e+06,1.7384e+07,-1,0
1.27,0.169,8.6519,28.0915,0.0000,0.4137,5.6350e-01,1.8130e+06,1.2515e+07,-1,0
1.35,0.104,8.6519,17.3754,0.0000,0.0971,4.0099e-01,1.0500e+05,1.5014e+06,-1,0
1.10,0.100,8.6519,15.7121,0.0000,0.1049,3.2345e-01,4.7000e+04,7.1279e+05,-1,0
1.42,0.141,8.6519,23.8561,0.0000,0.1013,4.7190e-01,9.4000e+05,8.5146e+06,-1,0
0.94,0.179,8.6519,26.4067,0.0000,0.0949,4.6377e-01,1.4700e+06,9.3090e+06,-1,0
0.85,0.103,8.6519,14.8145,0.0000,0.1497,3.6749e-01,2.9000e+04,4.2073e+05,-1,0
0.82,0.105,8.6519,15.2735,0.0000,0.0874,3.1026e-01,3.0000e+04,4.2286e+05,-1,0
1.99,0.117,8.6519,22.1599,0.0000,0.0941,4.2495e-01,7.5100e+05,8.9996e+06,-1,0
0.97,0.100,8.6519,15.0063,0.0000,0.0914,3.5828e-01,3.5000e+04,5.3080e+05,-1,0
0.87,0.162,8.6519,23.3016,0.0000,0.1099,4.5180e-01,6.0900e+05,4.4793e+06,-1,0
1.60,0.178,8.6519,31.3715,0.0000,0.0808,4.6654e-01,5.1380e+06,3.2812e+07,-1,0
1.58,0.134,8.6519,23.5283,0.0000,0.1000,4.6467e-01,9.0000e+05,8.7993e+06,-1,0
1.11,0.094,8.6519,14.9667,0.0000,0.0924,2.8791e-01,3.2000e+04,5.3250e+05,-1,0
1.01,0.124,8.6519,18.7777,0.0000,0.1007,4.2850e-01,1.5200e+05,1.6695e+06,-1,0
1.36,0.124,8.6519,20.6783,0.0000,0.0987,4.7010e-01,3.4100e+05,3.7453e+06,-1,0
0.87,0.152,8.6519,21.9387,0.0000,0.0952,4.5537e-01,3.8400e+05,3.1076e+06,-1,0
1.13,0.126,8.6519,19.7499,0.0000,0.0932,4.3095e-01,2.2000e+05,2.3590e+06,-1,0
0.80,0.122,8.6519,17.0703,0.0000,0.0946,4.2867e-01,6.8000e+04,7.6530e+05,-1,0
1.70,0.097,8.6519,17.4185,0.0000,0.0917,3.9708e-01,1.3300e+05,2.1113e+06,-1,0
0.87,0.095,8.6519,13.8901,0.0000,0.1090,4.5815e-01,1.8000e+04,2.9482e+05,-1,0
1.28,0.083,8.6519,13.6852,0.0000,0.1227,2.7883e-01,2.1000e+04,4.2118e+05,-1,0
1.20,0.124,8.6519,19.8965,0.0000,0.0946,4.2328e-01,2.4700e+05,2.7129e+06,-1,0
1.62,0.142,8.6519,25.1292,0.0000,0.0954,4.6153e-01,1.4340e+06,1.2852e+07,-1,0
1.34,0.171,8.6519,28.3597,0.0000,0.0907,4.5511e-01,2.8770e+06,1.9512e+07,-1,0
0.85,0.136,8.6519,19.4301,0.0000,0.0952,4.4400e-01,1.6400e+05,1.5682e+06,-1,0
1.76,0.110,8.6519,20.0593,0.0000,0.1057,4.0209e-01,3.2900e+05,4.3248e+06,-1,0
1.88,0.160,8.6519,29.7369,0.0000,0.0840,4.5858e-01,5.0090e+06,3.7535e+07,-1,0
1.38,0.134,8.6519,22.5758,0.0000,0.0967,4.1666e-01,6.1600e+05,6.0226e+06,-1,0
1.61,0.148,8.6519,26.1511,0.0000,0.1009,4.5319e-01,1.8730e+06,1.5776e+07,-1,0
1.55,0.138,8.6519,24.2386,0.0000,0.0983,4.4595e-01,1.0690e+06,1.0001e+07,-1,0
1.10,0.119,8.6519,18.5024,0.0000,0.1051,4.0898e-01,1.5000e+05,1.7524e+06,-1,0
1.44,0.153,8.6519,25.9935,0.0000,0.0973,4.5807e-01,1.6850e+06,1.3503e+07,-1,0
1.70,0.090,8.6519,16.2498,0.0000,0.0956,3.5554e-01,7.8000e+04,1.3855e+06,-1,0
1.98,0.116,8.6519,22.0642,0.0000,0.1020,4.2965e-01,6.9000e+05,8.3758e+06,-1,0
1.86,0.180,8.6519,33.4238,0.0000,0.0827,4.8402e-01,6.6900e+06,4.2013e+07,-1,0
1.23,0.138,8.6519,22.3026,0.0000,0.0941,4.3208e-01,5.3500e+05,5.0049e+06,-1,0
0.87,0.081,8.6519,11.6811,0.0000,0.1243,1.9944e-01,5.5000e+03,1.1442e+05,-1,0
0.99,0.143,8.6519,21.4990,0.0000,0.0986,4.2056e-01,3.7500e+05,3.3258e+06,-1,0
1.43,0.131,8.6519,22.2266,0.0000,0.0989,4.4227e-01,5.6400e+05,5.7047e+06,-1,0
1.02,0.175,8.6519,26.4928,0.0000,0.0988,4.3477e-01,1.6200e+06,1.0613e+07,-1,0
1.86,0.127,8.6519,23.6773,0.0000,0.1051,4.5859e-01,1.0460e+06,1.1084e+07,-1,0
1.24,0.102,8.6519,16.5235,0.0000,0.1043,3.8659e-01,7.7000e+04,1.1336e+06,-1,0
1.53,0.118,8.6519,20.4571,0.0000,0.1004,4.2920e-01,3.4700e+05,4.1055e+06,-1,0
1.43,0.161,8.6519,27.3255,0.0000,0.0907,4.5559e-01,2.3030e+06,1.7097e+07,-1,0
1.64,0.106,8.6519,18.8016,0.0000,0.1055,4.2138e-01,2.1400e+05,2.9738e+06,-1,0
1.91,0.170,8.6519,31.8201,0.0000,0.0824,4.5688e-01,6.0400e+06,4.1326e+07,-1,0
1.25,0.143,8.6519,23.2739,0.0000,0.0908,4.6892e-01,7.1000e+05,6.2968e+06,-1,0
1.14,0.107,8.6519,16.8621,0.0000,0.0920,4.2012e-01,7.4000e+04,1.0140e+06,-1,0
1.60,0.163,8.6519,28.7924,0.0000,0.0997,4.5375e-01,3.5670e+06,2.5995e+07,-1,0
1.47,0.134,8.6519,22.9806,0.0000,0.0956,4.5353e-01,7.3600e+05,7.1959e+06,-1,0
1.33,0.108,8.6519,17.9811,0.0000,0.1036,4.1053e-01,1.2800e+05,1.7296e+06,-1,0
1.45,0.105,8.6519,17.8729,0.0000,0.1056,3.5634e-01,1.3200e+05,1.8606e+06,-1,0
1.39,0.132,8.6519,22.1853,0.0000,0.0974,4.3477e-01,5.7200e+05,5.7200e+06,-1,0
1.70,0.168,8.6519,30.1717,0.0000,0.0805,4.5753e-01,4.7930e+06,3.3382e+07,-1,0
1.53,0.114,8.6519,19.7729,0.0000,0.0947,4.2917e-01,2.7000e+05,3.3641e+06,-1,0
1.33,0.081,8.6519,13.9512,0.0000,0.1367,4.0103e-01,2.3000e+04,4.7848e+05,-1,0
1.10,0.139,8.6519,21.6575,0.0000,0.0968,4.3956e-01,4.0600e+05,3.7572e+06,-1,0
1.16,0.152,8.6519,24.0199,0.0000,0.1017,4.4354e-01,8.5500e+05,6.9193e+06,-1,0
1.33,0.107,8.6519,17.7232,0.0000,0.0973,4.2671e-01,1.2300e+05,1.6854e+06,-1,0
1.52,0.142,8.6519,24.5723,0.0000,0.0965,4.4569e-01,1.1650e+06,1.0441e+07,-1,0
1.07,0.154,8.6519,23.6862,0.0000,0.1041,4.7053e-01,7.6800e+05,6.0946e+06,-1,0
0.81,0.178,8.6519,25.0296,0.0000,0.1015,4.6967e-01,9.3300e+05,5.9582e+06,-1,0
1.92,0.158,8.6519,29.5682,0.0000,0.0875,4.5662e-01,5.1170e+06,3.9075e+07,-1,0
1.04,0.170,8.6519,25.9319,0.0000,0.0982,4.5599e-01,1.4020e+06,9.5926e+06,-1,0
1.28,0.122,8.6519,20.0916,0.0000,0.1053,4.3605e-01,2.7500e+05,3.0950e+06,-1,0
1.20,0.093,8.6519,15.0218,0.0000,0.0959,3.5314e-01,3.6000e+04,6.0875e+05,-1,0
1.54,0.112,8.6519,19.7766,0.0000,0.1075,4.1043e-01,2.7400e+05,3.5058e+06,-1,0
0.80,0.156,8.6519,21.8042,0.0000,0.0977,4.5709e-01,3.6500e+05,2.8410e+06,-1,0
0.83,0.177,8.6519,25.2626,0.0000,0.0954,4.6284e-01,9.9000e+05,6.3759e+06,-1,0
1.78,0.126,8.6519,23.0304,0.0000,0.4021,5.3429e-01,6.4800e+05,6.9484e+06,-1,0
1.25,0.176,8.6519,28.5680,0.0000,0.0998,4.8112e-01,3.0540e+06,1.9836e+07,-1,0
0.98,0.122,8.6519,18.2949,0.0000,0.0951,4.0858e-01,1.2800e+05,1.4406e+06,-1,0
1.52,0.145,8.6519,25.1419,0.0000,0.0950,4.6284e-01,1.3910e+06,1.2082e+07,-1,0
0.89,0.113,8.6519,16.6089,0.0000,0.0961,3.4709e-01,6.1000e+04,7.7015e+05,-1,0
0.95,0.134,8.6519,19.9569,0.0000,0.1015,4.5478e-01,2.1100e+05,2.0630e+06,-1,0
1.30,0.096,8.6519,15.8212,0.0000,0.1076,3.5062e-01,5.6000e+04,9.0291e+05,-1,0
0.84,0.161,8.6519,22.8439,0.0000,0.0978,4.3250e-01,5.2600e+05,3.9049e+06,-1,0
1.12,0.083,8.6519,13.2201,0.0000,0.1033,2.9771e-01,1.5000e+04,3.0084e+05,-1,0
1.28,0.121,8.6519,19.7782,0.0000,0.0920,4.5634e-01,2.4000e+05,2.7346e+06,-1,0
1.12,0.132,8.6519,20.6293,0.0000,0.0971,4.4175e-01,3.0300e+05,3.0300e+06,-1,0
1.12,0.105,8.6519,16.4315,0.0000,0.0929,3.4055e-01,6.4000e+04,9.0211e+05,-1,0
1.12,0.118,8.6519,18.4542,0.0000,0.1030,4.0367e-01,1.5100e+05,1.7866e+06,-1,0
0.89,0.152,8.6519,21.9879,0.0000,0.0876,4.5843e-01,4.0500e+05,3.2776e+06,-1,0
1.64,0.110,8.6519,19.6699,0.0000,0.0981,4.0817e-01,2.8200e+05,3.7070e+06,-1,0
1.13,0.154,8.6519,24.1923,0.0000,0.0979,4.6924e-01,8.6800e+05,6.8881e+06,-1,0
1.50,0.115,8.6519,20.0357,0.0000,0.1004,4.3613e-01,2.8600e+05,3.5171e+06,-1,0
1.85,0.150,8.6519,28.0525,0.0000,0.4118,5.5484e-01,2.3740e+06,1.9598e+07,-1,0
1.96,0.104,8.6519,19.6401,0.0000,0.1086,4.5341e-01,3.2200e+05,4.6044e+06,-1,0
1.43,0.176,8.6519,29.8766,0.0000,0.0823,4.4982e-01,4.0760e+06,2.6475e+07,-1,0
1.07,0.082,8.6519,12.6696,0.0000,0.0921,2.2831e-01,1.1000e+04,2.2467e+05,-1,0
1.23,0.148,8.6519,23.8739,0.0000,0.1007,4.4966e-01,8.4100e+05,7.0838e+06,-1,0
1.15,0.127,8.6519,20.0811,0.0000,0.1002,4.0638e-01,2.5800e+05,2.7339e+06,-1,0
1.04,0.108,8.6519,16.4687,0.0000,0.1150,4.6829e-01,7.0000e+04,9.4586e+05,-1,0
1.33,0.165,8.6519,27.3190,0.0000,0.0918,4.6667e-01,2.2000e+06,1.5742e+07,-1,0
1.95,0.159,8.6519,29.8789,0.0000,0.0857,4.5133e-01,5.3110e+06,4.0174e+07,-1,0
0.89,0.116,8.6519,17.1766,0.0000,0.1188,4.0918e-01,7.4000e+04,8.9827e+05,-1,0
1.38,0.153,8.6519,25.7088,0.0000,0.0938,4.6005e-01,1.4730e+06,1.1804e+07,-1,0
1.82,0.137,8.6519,25.1697,0.0000,0.0936,4.4680e-01,1.5970e+06,1.5104e+07,-1,0
1.34,0.126,8.6519,20.9145,0.0000,0.1117,4.3667e-01,3.6700e+05,3.9353e+06,-1,0
1.21,0.172,8.6519,27.5715,0.0000,0.0971,4.6126e-01,2.3040e+06,1.5490e+07,-1,0
1.06,0.102,8.6519,15.9323,0.0000,0.1000,2.5487e-01,4.8000e+04,7.0665e+05,-1,0
0.83,0.124,8.6519,17.6236,0.0000,0.0862,3.6836e-01,8.5000e+04,9.3358e+05,-1,0
1.06,0.152,8.6519,23.3474,0.0000,0.0965,4.3842e-01,6.7800e+05,5.4869e+06,-1,0
1.01,0.123,8.6519,18.6037,0.0000,0.1002,4.7070e-01,1.4200e+05,1.5787e+06,-1,0
1.64,0.171,8.6519,30.4060,0.0000,0.0807,4.7064e-01,4.7750e+06,3.2385e+07,-1,0
0.92,0.110,8.6519,16.1176,0.0000,0.0833,3.7094e-01,5.1000e+04,6.7042e+05,-1,0
1.57,0.114,8.6519,20.1822,0.0000,0.0950,4.1905e-01,3.1000e+05,3.8625e+06,-1,0
0.84,0.096,8.6519,13.6541,0.0000,0.0815,2.4546e-01,1.5000e+04,2.4185e+05,-1,0
1.07,0.176,8.6519,27.1591,0.0000,0.0965,4.5774e-01,1.8980e+06,1.2328e+07,-1,0
1.99,0.163,8.6519,30.8935,0.0000,0.0780,4.6438e-01,5.8670e+06,4.2756e+07,-1,0
1.08,0.138,8.6519,21.3893,0.0000,0.0985,4.1829e-01,3.6900e+05,3.4520e+06,-1,0
1.02,0.170,8.6519,25.7460,0.0000,0.1005,4.4432e-01,1.3220e+06,9.0453e+06,-1,0
1.72,0.148,8.6519,26.8490,0.0000,0.1029,4.4373e-01,2.3180e+06,1.9525e+07,-1,0
0.83,0.133,8.6519,18.8786,0.0000,0.0959,4.4732e-01,1.4000e+05,1.3842e+06,-1,0
1.25,0.086,8.6519,14.4422,0.0000,0.1256,3.1840e-01,2.7000e+04,5.1343e+05,-1,0
1.44,0.118,8.6519,20.1953,0.0000,0.1113,4.4964e-01,2.9900e+05,3.5376e+06,-1,0
1.12,0.093,8.6519,14.6290,0.0000,0.0885,3.5975e-01,2.8000e+04,4.7348e+05,-1,0
1.31,0.081,8.6519,13.7938,0.0000,0.1870,3.5548e-01,2.2000e+04,4.5768e+05,-1,0
2.00,0.095,8.6519,18.0566,0.0000,0.0970,4.3749e-01,1.8200e+05,2.9809e+06,-1,0
0.94,0.174,8.6519,25.6887,0.0000,0.0939,4.3588e-01,1.2210e+06,8.0678e+06,-1,0
1.24,0.089,8.6519,14.8365,0.0000,0.0986,2.8165e-01,3.2000e+04,5.7800e+05,-1,0
0.90,0.093,8.6519,13.9832,0.0000,0.1018,2.8861e-01,1.7000e+04,2.8747e+05,-1,0
1.60,0.157,8.6519,27.7083,0.0000,0.0928,4.4781e-01,2.8170e+06,2.1717e+07,-1,0
1.56,0.151,8.6519,26.4106,0.0000,0.0943,4.3776e-01,1.9520e+06,1.5954e+07,-1,0
1.91,0.131,8.6519,24.4773,0.0000,0.4139,5.2746e-01,1.0210e+06,1.0327e+07,-1,0
1.61,0.128,8.6519,22.6480,0.0000,0.1006,4.4196e-01,6.8900e+05,7.2155e+06,-1,0
1.70,0.111,8.6519,20.0296,0.0000,0.1100,4.3213e-01,3.2300e+05,4.1887e+06,-1,0
1.71,0.119,8.6519,21.4470,0.0000,0.0975,4.2759e-01,5.2400e+05,6.1217e+06,-1,0
1.04,0.179,8.6519,27.2734,0.0000,0.0964,4.6708e-01,1.9270e+06,1.2203e+07,-1,0
1.87,0.143,8.6519,26.4965,0.0000,0.3926,5.6459e-01,1.7470e+06,1.5494e+07,-1,0
1.56,0.132,8.6519,23.0250,0.0000,0.0963,4.1887e-01,7.8600e+05,7.8601e+06,-1,0
1.74,0.098,8.6519,17.7435,0.0000,0.1011,3.9974e-01,1.5400e+05,2.4074e+06,-1,0
0.80,0.117,8.6519,16.3531,0.0000,0.1125,4.0750e-01,5.7000e+04,6.8306e+05,-1,0
1.97,0.089,8.6519,16.8997,0.0000,0.0895,4.2802e-01,1.1600e+05,2.0953e+06,-1,0
1.61,0.116,8.6519,20.4805,0.0000,0.0986,4.4337e-01,3.5700e+05,4.3336e+06,-1,0
1.56,0.154,8.6519,26.9089,0.0000,0.0988,4.5904e-01,2.2740e+06,1.8046e+07,-1,0
1.69,0.166,8.6519,29.7659,0.0000,0.0847,4.6247e-01,4.6170e+06,3.2739e+07,-1,0
1.12,0.146,8.6519,22.8440,0.0000,0.0937,4.3216e-01,6.0300e+05,5.1838e+06,-1,0
0.91,0.135,8.6519,19.7403,0.0000,0.0968,4.6093e-01,1.9500e+05,1.8854e+06,-1,0
1.62,0.132,8.6519,23.3807,0.0000,0.0952,4.5704e-01,8.9300e+05,8.9301e+06,-1,0
1.98,0.101,8.6519,19.2369,0.0000,0.1004,3.8024e-01,2.7000e+05,4.0341e+06,-1,0
1.54,0.172,8.6519,29.8903,0.0000,0.0829,4.6156e-01,4.3560e+06,2.9286e+07,-1,0
1.17,0.092,8.6519,14.8258,0.0000,0.1068,3.4627e-01,3.3000e+04,5.6715e+05,-1,0
1.16,0.154,8.6519,24.3424,0.0000,0.0970,4.5742e-01,9.6300e+05,7.6420e+06,-1,0
1.31,0.168,8.6519,27.7296,0.0000,0.1007,4.5968e-01,2.4530e+06,1.7084e+07,-1,0
1.69,0.142,8.6519,25.5064,0.0000,0.0972,4.5637e-01,1.6250e+06,1.4564e+07,-1,0
0.85,0.115,8.6519,16.4231,0.0000,0.0817,3.5418e-01,5.5000e+04,6.7636e+05,-1,0
1.29,0.153,8.6519,25.1318,0.0000,0.0992,4.4658e-01,1.2350e+06,9.8968e+06,-1,0
1.52,0.091,8.6519,15.8765,0.0000,0.1034,4.2744e-01,6.3000e+04,1.1006e+06,-1,0
1.70,0.134,8.6519,24.0519,0.0000,0.0964,4.2187e-01,1.0870e+06,1.0628e+07,-1,0
0.81,0.155,8.6519,21.7321,0.0000,0.0947,4.6784e-01,3.4800e+05,2.7349e+06,-1,0
1.95,0.147,8.6519,27.6344,0.0000,0.0931,4.5174e-01,3.2080e+06,2.7297e+07,-1,0
1.78,0.124,8.6519,22.6439,0.0000,0.0955,4.6762e-01,7.6700e+05,8.4242e+06,-1,0
1.58,0.176,8.6519,30.8616,0.0000,0.0804,4.6937e-01,4.8750e+06,3.1664e+07,-1,0
0.84,0.111,8.6519,15.8051,0.0000,0.1404,4.5488e-01,4.8000e+04,6.2247e+05,-1,0
1.67,0.137,8.6519,24.5063,0.0000,0.3711,5.1322e-01,9.1200e+05,8.6254e+06,-1,0
0.85,0.091,8.6519,13.2357,0.0000,0.1547,2.3177e-01,1.3000e+04,2.2711e+05,-1,0
1.82,0.123,8.6519,22.6793,0.0000,0.0945,4.5219e-01,7.9200e+05,8.8050e+06,-1,0
1.23,0.140,8.6519,22.6537,0.0000,0.0993,4.4604e-01,5.8400e+05,5.3467e+06,-1,0
1.33,0.171,8.6519,28.3942,0.0000,0.0965,4.6633e-01,2.8960e+06,1.9641e+07,-1,0
1.82,0.125,8.6519,22.9651,0.0000,0.1049,4.5139e-01,8.5500e+05,9.2782e+06,-1,0
1.39,0.174,8.6519,29.3999,0.0000,0.3855,5.6349e-01,2.8090e+06,1.8561e+07,-1,0
1.67,0.095,8.6519,16.9815,0.0000,0.0925,3.6181e-01,1.0400e+05,1.7034e+06,-1,0
1.74,0.117,8.6519,21.2965,0.0000,0.0921,4.4484e-01,4.7800e+05,5.7281e+06,-1,0
1.55,0.161,8.6519,28.0518,0.0000,0.0939,4.5706e-01,3.0210e+06,2.2427e+07,-1,0
1.41,0.108,8.6519,18.2532,0.0000,0.0926,4.4950e-01,1.5100e+05,2.0404e+06,-1,0
1.56,0.153,8.6519,26.7310,0.0000,0.0934,4.6893e-01,2.1080e+06,1.6893e+07,-1,0
1.44,0.133,8.6519,22.6961,0.0000,0.0994,4.3437e-01,6.6900e+05,6.6147e+06,-1,0
1.58,0.088,8.6519,15.4975,0.0000,0.0898,3.0481e-01,5.4000e+04,9.9205e+05,-1,0
1.80,0.107,8.6519,19.5830,0.0000,0.1040,4.2283e-01,2.9000e+05,3.9736e+06,-1,0
1.35,0.105,8.6519,17.4991,0.0000,0.0969,4.1822e-01,1.1300e+05,1.5928e+06,-1,0
1.89,0.092,8.6519,17.1204,0.0000,0.1156,4.0640e-01,1.3000e+05,2.2342e+06,-1,0
1.40,0.178,8.6519,29.9713,0.0000,0.0832,4.6263e-01,4.0850e+06,2.6087e+07,-1,0
1.14,0.166,8.6519,26.1200,0.0000,0.0929,4.5189e-01,1.5760e+06,1.1175e+07,-1,0
1.85,0.129,8.6519,23.8461,0.0000,0.1078,4.4655e-01,1.0910e+06,1.1293e+07,-1,0
1.99,0.158,8.6519,29.8936,0.0000,0.0850,4.6742e-01,5.3980e+06,4.1220e+07,-1,0
0.87,0.127,8.6519,18.3376,0.0000,0.0982,4.0918e-01,1.1100e+05,1.1762e+06,-1,0
0.81,0.151,8.6519,21.3375,0.0000,0.1063,4.3461e-01,3.1100e+05,2.5419e+06,-1,0
0.90,0.101,8.6519,14.7213,0.0000,0.1157,3.3831e-01,2.9000e+04,4.3329e+05,-1,0
1.65,0.082,8.6519,14.7896,0.0000,0.1024,3.4400e-01,4.0000e+04,8.1696e+05,-1,0
1.40,0.172,8.6519,28.9549,0.0000,0.0943,4.6624e-01,3.5830e+06,2.4089e+07,-1,0
0.86,0.113,8.6519,16.2476,0.0000,0.1070,3.8188e-01,5.1000e+04,6.4390e+05,-1,0
1.84,0.171,8.6519,31.5326,0.0000,0.3404,5.8529e-01,5.7480e+06,3.8984e+07,-1,0
0.84,0.109,8.6519,15.5073,0.0000,0.0990,3.1407e-01,3.6000e+04,4.7976e+05,-1,0
1.52,0.167,8.6519,28.9410,0.0000,0.0933,4.5360e-01,3.6630e+06,2.5741e+07,-1,0
1.33,0.130,8.6519,21.5091,0.0000,0.0925,4.0695e-01,4.2200e+05,4.3178e+06,-1,0
1.95,0.093,8.6519,17.6466,0.0000,0.0935,3.8678e-01,1.4800e+05,2.5027e+06,-1,0
1.89,0.144,8.6519,26.8522,0.0000,0.0948,4.4132e-01,2.6030e+06,2.2845e+07,-1,0
1.34,0.125,8.6519,20.7386,0.0000,0.1008,4.1768e-01,3.3600e+05,3.6462e+06,-1,0
1.44,0.094,8.6519,16.1659,0.0000,0.0916,4.4050e-01,6.7000e+04,1.1149e+06,-1,0
0.91,0.112,8.6519,16.4687,0.0000,0.0838,4.0785e-01,6.1000e+04,7.8049e+05,-1,0
1.48,0.134,8.6519,23.0211,0.0000,0.0967,4.4432e-01,7.3600e+05,7.1959e+06,-1,0
1.63,0.180,8.6519,31.8607,0.0000,0.0808,4.6853e-01,5.4220e+06,3.4050e+07,-1,0
0.96,0.166,8.6519,24.6680,0.0000,0.1002,4.5030e-01,9.6400e+05,6.8356e+06,-1,0
0.99,0.164,8.6519,24.5785,0.0000,0.0993,4.7521e-01,9.2000e+05,6.6433e+06,-1,0
1.22,0.158,8.6519,25.5108,0.0000,0.0921,4.3543e-01,1.3330e+06,1.0179e+07,-1,0
0.99,0.153,8.6519,23.0489,0.0000,0.1034,4.6778e-01,5.9200e+05,4.7440e+06,-1,0
1.87,0.107,8.6519,19.8814,0.0000,0.1018,4.5646e-01,3.2500e+05,4.4532e+06,-1,0
1.05,0.097,8.6519,15.0534,0.0000,0.0866,3.0915e-01,3.3000e+04,5.2387e+05,-1,0
1.30,0.111,8.6519,18.5060,0.0000,0.1149,4.2757e-01,1.5700e+05,2.0360e+06,-1,0
1.03,0.089,8.6519,13.6832,0.0000,0.0748,4.1970e-01,1.7000e+04,3.0706e+05,-1,0
1.75,0.179,8.6519,32.4740,0.0000,0.0814,4.5777e-01,6.0190e+06,3.8116e+07,-1,0
1.98,0.162,8.6519,30.6119,0.0000,0.0806,4.5451e-01,5.7510e+06,4.2299e+07,-1,0
1.53,0.095,8.6519,16.5357,0.0000,0.1057,3.5501e-01,8.6000e+04,1.4086e+06,-1,0
