1.000e+05,7.022594e-04,0.000,0.520
2.000e+05,7.796200e-04,0.000,0.520
3.000e+05,8.287961e-04,0.000,0.520
4.000e+05,8.655296e-04,0.000,0.520
5.000e+05,8.951131e-04,0.000,0.520
6.000e+05,9.200117e-04,0.000,0.520
7.000e+05,9.415851e-04,0.000,0.520
8.000e+05,9.606671e-04,0.000,0.520
9.000e+05,9.778074e-04,0.000,0.520
1.000e+06,9.933889e-04,0.000,0.520
1.100e+06,1.007689e-03,0.000,0.520
1.200e+06,1.020917e-03,0.000,0.520
1.300e+06,1.033232e-03,0.000,0.520
1.400e+06,1.044761e-03,0.000,0.520
1.500e+06,1.055605e-03,0.000,0.520
1.600e+06,1.065846e-03,0.000,0.520
1.700e+06,1.075552e-03,0.000,0.520
1.800e+06,1.084781e-03,0.000,0.520
1.900e+06,1.093580e-03,0.000,0.520
2.000e+06,1.101991e-03,0.000,0.520
2.100e+06,1.110049e-03,0.000,0.520
2.200e+06,1.117783e-03,0.000,0.520
2.300e+06,1.125222e-03,0.000,0.520
2.400e+06,1.132389e-03,0.000,0.520
2.500e+06,1.139304e-03,0.000,0.520
2.600e+06,1.145985e-03,0.000,0.520
2.700e+06,1.152449e-03,0.000,0.520
2.800e+06,1.158711e-03,0.000,0.520
2.900e+06,1.164784e-03,0.000,0.520
3.000e+06,1.170680e-03,0.000,0.520
3.100e+06,1.176409e-03,0.000,0.520
3.200e+06,1.181981e-03,0.000,0.520
3.300e+06,1.187407e-03,0.000,0.520
3.400e+06,1.192692e-03,0.000,0.520
3.500e+06,1.197846e-03,0.000,0.520
3.600e+06,1.202875e-03,0.000,0.520
3.700e+06,1.207785e-03,0.000,0.520
3.800e+06,1.212583e-03,0.000,0.520
3.900e+06,1.217273e-03,0.000,0.520
4.000e+06,1.221861e-03,0.000,0.520
4.100e+06,1.226352e-03,0.000,0.520
4.200e+06,1.230749e-03,0.000,0.520
4.300e+06,1.235057e-03,0.000,0.520
4.400e+06,1.239280e-03,0.000,0.520
4.500e+06,1.243422e-03,0.000,0.520
4.600e+06,1.247485e-03,0.000,0.520
4.700e+06,1.251472e-03,0.000,0.520
4.800e+06,1.255388e-03,0.000,0.520
4.900e+06,1.259233e-03,0.000,0.520
5.000e+06,1.263012e-03,0.000,0.520
5.100e+06,1.266727e-03,0.000,0.520
5.200e+06,1.270379e-03,0.000,0.520
5.300e+06,1.273972e-03,0.000,0.520
5.400e+06,1.277506e-03,0.000,0.520
5.500e+06,1.280985e-03,0.000,0.520
5.600e+06,1.284410e-03,0.000,0.520
5.700e+06,1.287782e-03,0.000,0.520
5.800e+06,1.291104e-03,0.000,0.520
5.900e+06,1.294377e-03,0.000,0.520
6.000e+06,1.297603e-03,0.000,0.520
6.100e+06,1.300782e-03,0.000,0.520
6.200e+06,1.303918e-03,0.000,0.520
6.300e+06,1.307010e-03,0.000,0.520
6.400e+06,1.310060e-03,0.000,0.520
6.500e+06,1.313069e-03,0.000,0.520
6.600e+06,1.316038e-03,0.000,0.520
6.700e+06,1.318969e-03,0.000,0.520
6.800e+06,1.321863e-03,0.000,0.520
6.900e+06,1.324720e-03,0.000,0.520
7.000e+06,1.327542e-03,0.000,0.520
7.100e+06,1.330330e-03,0.000,0.520
7.200e+06,1.333083e-03,0.000,0.520
7.300e+06,1.335804e-03,0.000,0.520
7.400e+06,1.338493e-03,0.000,0.520
7.500e+06,1.341151e-03,0.000,0.520
7.600e+06,1.343779e-03,0.000,0.520
7.700e+06,1.346377e-03,0.000,0.520
7.800e+06,1.348946e-03,0.000,0.520
7.900e+06,1.351487e-03,0.000,0.520
8.000e+06,1.354000e-03,0.000,0.520
8.100e+06,1.356486e-03,0.000,0.520
8.200e+06,1.358946e-03,0.000,0.520
8.300e+06,1.361381e-03,0.000,0.520
