#t (yr), a_m (R_p), e_m, a_p (AU), e_p, alpha (''/yr), spin_period (hr), obliquity (deg), phase (deg), i_p (deg), Omg_p (deg),S_x,S_y,S_z
3.06000e+06,28.3531,0.02739,0.3405,0.03159,635.784055,7.473799,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.36953206e+03
3.07000e+06,28.4727,0.02313,0.3405,0.03270,635.815901,7.476182,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.36718365e+03
3.08000e+06,28.5096,0.02693,0.3409,0.03202,632.975487,7.478560,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.36484096e+03
3.09000e+06,28.9227,0.01604,0.3411,0.03272,631.877598,7.480933,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.36250395e+03
3.10000e+06,28.6598,0.02424,0.3410,0.03130,632.217922,7.483303,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.36017260e+03
3.11000e+06,28.3824,0.02727,0.3406,0.03163,634.487603,7.485668,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.35784686e+03
3.12000e+06,28.8287,0.00968,0.3403,0.03097,635.491105,7.488030,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.35552671e+03
3.13000e+06,28.5826,0.02133,0.3409,0.03139,631.967197,7.490387,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.35321211e+03
3.14000e+06,28.7860,0.02494,0.3410,0.03099,631.223988,7.492740,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.35090304e+03
3.15000e+06,28.4293,0.02968,0.3405,0.03134,633.742056,7.495088,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.34859945e+03
3.16000e+06,28.8464,0.00727,0.3403,0.03129,634.580583,7.497433,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.34630131e+03
3.17000e+06,28.8844,0.01651,0.3410,0.03093,630.506830,7.499774,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.34400861e+03
3.18000e+06,28.9377,0.01078,0.3403,0.03187,634.254726,7.502110,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.34172131e+03
3.19000e+06,28.3707,0.03336,0.3407,0.03208,631.966668,7.504443,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.33943937e+03
3.20000e+06,28.9902,0.00412,0.3403,0.03261,633.824379,7.506771,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.33716278e+03
3.21000e+06,28.4604,0.02407,0.3407,0.03159,631.451559,7.509096,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.33489150e+03
3.22000e+06,28.6419,0.02822,0.3409,0.03271,630.035410,7.511416,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.33262550e+03
3.23000e+06,29.0765,0.02259,0.3403,0.03156,633.370373,7.513733,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.33036477e+03
3.24000e+06,29.0482,0.02630,0.3403,0.03307,633.069440,7.516045,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.32810927e+03
3.25000e+06,29.0257,0.01870,0.3411,0.03190,628.719744,7.518354,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.32585898e+03
3.26000e+06,28.7766,0.02172,0.3404,0.03113,632.056394,7.520659,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.32361388e+03
3.27000e+06,29.1203,0.02130,0.3403,0.03269,632.489924,7.522960,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.32137394e+03
3.28000e+06,28.9357,0.02188,0.3410,0.03117,628.403921,7.525257,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.31913914e+03
3.29000e+06,29.0645,0.00798,0.3411,0.03295,627.909362,7.527550,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.31690946e+03
3.30000e+06,29.1318,0.02831,0.3403,0.03198,631.839749,7.529839,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.31468487e+03
3.31000e+06,28.5843,0.02725,0.3407,0.03198,629.615845,7.532125,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.31246536e+03
3.32000e+06,29.2313,0.00502,0.3411,0.03233,627.108584,7.534407,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.31025091e+03
3.33000e+06,28.5654,0.02448,0.3406,0.03211,629.381612,7.536684,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.30804150e+03
3.34000e+06,28.6805,0.01938,0.3408,0.03139,628.240960,7.538958,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.30583711e+03
3.35000e+06,28.7936,0.02135,0.3405,0.03191,629.864260,7.541229,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.30363773e+03
3.36000e+06,28.5884,0.02497,0.3407,0.03197,628.688912,7.543495,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.30144334e+03
3.37000e+06,28.7218,0.02377,0.3408,0.03149,627.529801,7.545758,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.29925392e+03
3.38000e+06,29.2487,0.02716,0.3403,0.03304,630.219260,7.548017,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.29706947e+03
3.39000e+06,28.7624,0.02087,0.3409,0.03257,626.852117,7.550272,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.29488997e+03
3.40000e+06,28.9666,0.02095,0.3410,0.03223,626.208146,7.552523,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.29271540e+03
3.41000e+06,28.9625,0.01916,0.3404,0.03241,628.875121,7.554771,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.29054577e+03
3.42000e+06,28.7471,0.02643,0.3406,0.03164,627.928707,7.557015,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.28838105e+03
3.43000e+06,29.2110,0.02962,0.3411,0.03293,625.085742,7.559255,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.28622124e+03
3.44000e+06,28.9090,0.02140,0.3409,0.03220,625.628972,7.561491,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.28406632e+03
3.45000e+06,28.8784,0.02602,0.3409,0.03167,625.688693,7.563724,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.28191630e+03
3.46000e+06,29.4077,0.02808,0.3403,0.03126,628.729805,7.565952,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.27977117e+03
3.47000e+06,29.4376,0.00760,0.3403,0.03133,628.484298,7.568177,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.27763092e+03
3.48000e+06,28.8197,0.02362,0.3406,0.03235,626.535431,7.570399,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.27549553e+03
3.49000e+06,28.9290,0.02518,0.3405,0.03164,626.970730,7.572616,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.27336502e+03
3.50000e+06,28.8248,0.01789,0.3408,0.03236,624.985341,7.574830,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.27123938e+03
3.51000e+06,29.4481,0.02038,0.3403,0.03241,627.648607,7.577040,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.26911859e+03
3.52000e+06,29.3514,0.02629,0.3411,0.03122,623.324697,7.579246,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.26700267e+03
3.53000e+06,28.8878,0.01592,0.3408,0.03195,624.366874,7.581449,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.26489161e+03
3.54000e+06,29.5128,0.00987,0.3411,0.03247,622.744126,7.583647,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.26278541e+03
3.55000e+06,29.0159,0.01018,0.3409,0.03153,623.726422,7.585842,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.26068407e+03
3.56000e+06,29.4380,0.00871,0.3403,0.03215,626.471350,7.588033,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.25858758e+03
3.57000e+06,29.2465,0.01694,0.3410,0.03283,622.688738,7.590220,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.25649596e+03
3.58000e+06,28.9201,0.01465,0.3406,0.03165,624.473231,7.592404,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.25440920e+03
3.59000e+06,29.1667,0.02660,0.3404,0.03221,625.306864,7.594583,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.25232730e+03
3.60000e+06,29.5069,0.01618,0.3411,0.03274,621.718918,7.596759,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.25025028e+03
3.61000e+06,29.3784,0.01400,0.3410,0.03189,621.860093,7.598931,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.24817812e+03
3.62000e+06,29.2016,0.02514,0.3409,0.03127,622.088039,7.601099,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.24611084e+03
3.63000e+06,29.1028,0.02206,0.3409,0.03164,622.221279,7.603263,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.24404844e+03
3.64000e+06,29.6887,0.01735,0.3411,0.03293,620.769184,7.605423,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.24199092e+03
3.65000e+06,29.4256,0.02536,0.3404,0.03241,624.581666,7.607579,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.23993830e+03
3.66000e+06,29.0832,0.01781,0.3408,0.03138,621.954490,7.609731,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.23789057e+03
3.67000e+06,29.0191,0.02332,0.3408,0.03206,621.877240,7.611880,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.23584774e+03
3.68000e+06,29.4312,0.01719,0.3410,0.03171,620.635205,7.614024,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.23380983e+03
3.69000e+06,29.6969,0.00656,0.3403,0.03304,624.112177,7.616165,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.23177683e+03
3.70000e+06,29.7422,0.02615,0.3403,0.03159,624.058674,7.618301,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.22974876e+03
3.71000e+06,29.1159,0.03180,0.3406,0.03194,622.404969,7.620434,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.22772561e+03
3.72000e+06,29.0979,0.02822,0.3407,0.03223,621.442639,7.622562,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.22570741e+03
3.73000e+06,29.3300,0.01422,0.3409,0.03202,620.036962,7.624686,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.22369415e+03
3.74000e+06,29.4580,0.02354,0.3404,0.03123,622.722424,7.626807,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.22168585e+03
3.75000e+06,29.8179,0.00896,0.3411,0.03180,618.821977,7.628923,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.21968251e+03
3.76000e+06,29.6818,0.02706,0.3403,0.03298,622.655543,7.631035,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.21768414e+03
3.77000e+06,29.7934,0.02733,0.3411,0.03262,618.448882,7.633143,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.21569076e+03
3.78000e+06,29.1585,0.02430,0.3406,0.03147,620.823660,7.635247,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.21370237e+03
3.79000e+06,29.7248,0.01916,0.3404,0.03293,622.049930,7.637347,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.21171898e+03
3.80000e+06,29.2506,0.01988,0.3408,0.03230,619.382301,7.639443,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.20974060e+03
3.81000e+06,29.9567,0.00957,0.3403,0.03086,622.032504,7.641535,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.20776724e+03
3.82000e+06,29.7849,0.02722,0.3411,0.03188,617.684906,7.643622,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.20579891e+03
3.83000e+06,29.5335,0.01096,0.3409,0.03117,618.171364,7.645705,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.20383561e+03
3.84000e+06,29.8245,0.02237,0.3403,0.03150,621.210896,7.647784,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.20187737e+03
3.85000e+06,29.5755,0.01369,0.3410,0.03264,617.638912,7.649859,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19992419e+03
3.86000e+06,29.9256,0.00964,0.3403,0.03293,620.932777,7.651929,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19797608e+03
3.87000e+06,29.9772,0.02989,0.3403,0.03207,620.890915,7.653995,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19603305e+03
3.88000e+06,29.2766,0.03524,0.3407,0.03202,618.302440,7.656057,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19409510e+03
3.89000e+06,29.7024,0.01288,0.3410,0.03192,616.822717,7.658115,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19216226e+03
3.90000e+06,29.8613,0.00719,0.3404,0.03259,620.006989,7.660168,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19023453e+03
3.91000e+06,30.1009,0.01016,0.3403,0.03109,620.195639,7.662217,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.18831193e+03
3.92000e+06,29.8701,0.02233,0.3410,0.03255,616.054519,7.664261,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.18639445e+03
3.93000e+06,29.9014,0.01311,0.3410,0.03107,615.919578,7.666301,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.18448212e+03
3.94000e+06,30.1148,0.03051,0.3403,0.03198,619.659269,7.668337,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.18257494e+03
3.95000e+06,29.3823,0.02698,0.3407,0.03213,617.270218,7.670368,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.18067292e+03
3.96000e+06,30.0816,0.02694,0.3411,0.03148,615.133402,7.672395,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.17877608e+03
3.97000e+06,29.5721,0.02214,0.3408,0.03196,616.152401,7.674417,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.17688443e+03
3.98000e+06,30.2245,0.02937,0.3403,0.03099,619.024389,7.676435,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.17499797e+03
3.99000e+06,30.2142,0.02473,0.3411,0.03215,614.519848,7.678448,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.17311671e+03
4.00000e+06,30.0125,0.01006,0.3410,0.03104,614.741674,7.680457,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.17124067e+03
4.01000e+06,29.7864,0.01560,0.3409,0.03245,614.970234,7.682461,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.16936986e+03
4.02000e+06,29.5790,0.02616,0.3406,0.03188,616.757703,7.684460,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.16750428e+03
4.03000e+06,29.8821,0.02654,0.3404,0.03272,617.313665,7.686455,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.16564395e+03
4.04000e+06,30.2693,0.02813,0.3411,0.03125,613.717271,7.688446,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.16378887e+03
4.05000e+06,29.6404,0.02017,0.3408,0.03213,614.913748,7.690432,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.16193906e+03
4.06000e+06,30.1240,0.01321,0.3410,0.03176,613.742853,7.692413,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.16009453e+03
4.07000e+06,29.9633,0.00958,0.3409,0.03119,613.919097,7.694389,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.15825529e+03
4.08000e+06,30.3506,0.02579,0.3411,0.03244,613.000646,7.696361,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.15642134e+03
4.09000e+06,30.3511,0.01312,0.3403,0.03126,616.936101,7.698328,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.15459269e+03
4.10000e+06,30.3046,0.02809,0.3403,0.03268,616.722312,7.700291,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.15276936e+03
4.11000e+06,29.7269,0.02433,0.3406,0.03163,614.969942,7.702248,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.15095136e+03
4.12000e+06,29.9698,0.02290,0.3405,0.03139,615.734877,7.704201,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.14913869e+03
4.13000e+06,29.8689,0.02752,0.3405,0.03159,615.205618,7.706149,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.14733136e+03
4.14000e+06,30.4691,0.02538,0.3403,0.03301,616.151564,7.708093,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.14552939e+03
4.15000e+06,29.8990,0.01822,0.3409,0.03181,613.056507,7.710031,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.14373278e+03
4.16000e+06,29.7774,0.02211,0.3407,0.03173,613.495190,7.711965,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.14194154e+03
4.17000e+06,30.0214,0.01333,0.3405,0.03263,614.606689,7.713894,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.14015568e+03
4.18000e+06,30.4381,0.02022,0.3410,0.03184,611.560619,7.715818,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.13837520e+03
4.19000e+06,29.8207,0.03453,0.3406,0.03180,613.629411,7.717737,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.13660013e+03
4.20000e+06,29.8760,0.03037,0.3406,0.03155,613.357737,7.719651,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.13483046e+03
4.21000e+06,30.4146,0.00969,0.3410,0.03106,611.275197,7.721561,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.13306620e+03
4.22000e+06,30.7113,0.01133,0.3411,0.03281,610.682525,7.723465,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.13130737e+03
4.23000e+06,30.0092,0.02758,0.3405,0.03147,613.407576,7.725364,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.12955397e+03
4.24000e+06,29.9993,0.03112,0.3408,0.03168,612.085103,7.727259,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.12780601e+03
4.25000e+06,29.9828,0.03261,0.3408,0.03247,611.755053,7.729148,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.12606349e+03
4.26000e+06,30.4714,0.02144,0.3404,0.03122,613.838343,7.731033,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.12432643e+03
4.27000e+06,30.1026,0.01658,0.3408,0.03152,611.405573,7.732912,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.12259484e+03
4.28000e+06,30.1899,0.02382,0.3405,0.03237,612.720052,7.734787,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.12086872e+03
4.29000e+06,30.5063,0.01705,0.3404,0.03108,613.302375,7.736656,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11914808e+03
4.30000e+06,30.1717,0.02428,0.3408,0.03140,610.888988,7.738521,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11743294e+03
4.31000e+06,30.7996,0.03006,0.3403,0.03256,613.343422,7.740380,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11572329e+03
4.32000e+06,30.0567,0.03851,0.3407,0.03201,611.054791,7.742234,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11401915e+03
4.33000e+06,30.5470,0.01194,0.3404,0.03253,612.485555,7.744083,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11232053e+03
4.34000e+06,30.7490,0.01808,0.3404,0.03286,612.655076,7.745927,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11062745e+03
4.35000e+06,30.1853,0.03681,0.3408,0.03244,610.127243,7.747766,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.10893991e+03
4.36000e+06,30.2570,0.02989,0.3406,0.03235,611.154427,7.749599,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.10725793e+03
4.37000e+06,30.4276,0.01538,0.3409,0.03137,609.461756,7.751428,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.10558156e+03
4.38000e+06,30.3648,0.03243,0.3408,0.03183,609.422773,7.753251,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.10391081e+03
4.39000e+06,30.2776,0.03647,0.3406,0.03144,610.682390,7.755069,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.10224575e+03
4.40000e+06,30.3339,0.03271,0.3408,0.03189,609.604361,7.756881,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.10058642e+03
4.41000e+06,31.1165,0.03130,0.3411,0.03197,607.725967,7.758688,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09893289e+03
4.42000e+06,30.8801,0.01364,0.3410,0.03261,607.975860,7.760489,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09728524e+03
4.43000e+06,30.4768,0.03059,0.3406,0.03197,610.259581,7.762284,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09564357e+03
4.44000e+06,30.7254,0.01461,0.3409,0.03135,608.109245,7.764074,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09400799e+03
4.45000e+06,30.4088,0.03763,0.3408,0.03222,608.666730,7.765858,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09237859e+03
4.46000e+06,30.9662,0.01995,0.3410,0.03189,607.374552,7.767635,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09075546e+03
4.47000e+06,30.4920,0.02686,0.3407,0.03218,608.723936,7.769407,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.08913868e+03
4.48000e+06,31.3227,0.03208,0.3411,0.03294,606.649634,7.771172,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.08752832e+03
4.49000e+06,31.1062,0.02344,0.3404,0.03214,610.305402,7.772931,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.08592442e+03
4.50000e+06,31.3591,0.01927,0.3411,0.03091,606.477173,7.774684,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.08432701e+03
4.51000e+06,31.2983,0.02799,0.3411,0.03234,606.402723,7.776430,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.08273614e+03
4.52000e+06,31.1116,0.01414,0.3404,0.03177,609.741379,7.778170,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.08115181e+03
4.53000e+06,31.2497,0.02746,0.3410,0.03109,606.283664,7.779903,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07957404e+03
4.54000e+06,30.7951,0.02576,0.3409,0.03240,607.008755,7.781630,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07800286e+03
4.55000e+06,30.9573,0.02039,0.3409,0.03231,606.569909,7.783351,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07643825e+03
4.56000e+06,31.1738,0.02657,0.3410,0.03115,606.153801,7.785065,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07488022e+03
4.57000e+06,30.9333,0.02910,0.3405,0.03179,608.441285,7.786773,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07332876e+03
4.58000e+06,30.8349,0.03370,0.3406,0.03161,608.015503,7.788474,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07178386e+03
4.59000e+06,31.4550,0.01535,0.3404,0.03255,608.890264,7.790168,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07024551e+03
4.60000e+06,31.6679,0.02686,0.3411,0.03109,605.055403,7.791856,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.06871369e+03
4.61000e+06,30.8283,0.03762,0.3407,0.03183,606.729223,7.793538,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.06718838e+03
4.62000e+06,30.8935,0.03695,0.3407,0.03150,606.974680,7.795213,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.06566955e+03
4.63000e+06,31.5693,0.01412,0.3410,0.03114,604.945430,7.796882,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.06415717e+03
4.64000e+06,31.8639,0.02063,0.3411,0.03247,604.452831,7.798545,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.06265122e+03
4.65000e+06,31.7718,0.03304,0.3411,0.03264,604.378831,7.800201,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.06115165e+03
4.66000e+06,31.1053,0.03196,0.3406,0.03211,606.665913,7.801851,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.05965844e+03
4.67000e+06,31.9606,0.01673,0.3403,0.03195,608.072386,7.803494,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.05817155e+03
4.68000e+06,31.3315,0.02788,0.3409,0.03227,604.807916,7.805132,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.05669093e+03
