#t (yr), a_m (R_p), e_m, a_p (AU), e_p, alpha (''/yr), spin_period (hr), obliquity (deg), phase (deg), i_p (deg), Omg_p (deg),S_x,S_y,S_z
3.80000e+05,21.0706,0.00418,0.3405,0.03216,753.508228,6.398452,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.60808238e+03
3.90000e+05,21.1390,0.00853,0.3405,0.03235,751.917521,6.408325,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.59482051e+03
4.00000e+05,21.3607,0.00974,0.3411,0.03191,746.644200,6.418004,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.58185895e+03
4.10000e+05,21.4534,0.00740,0.3412,0.03316,745.284731,6.427497,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.56918333e+03
4.20000e+05,21.4186,0.00373,0.3404,0.03282,748.946828,6.436814,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.55678029e+03
4.30000e+05,21.5893,0.01158,0.3403,0.03274,748.792986,6.445961,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.54463741e+03
4.40000e+05,21.6228,0.01159,0.3411,0.03285,742.231873,6.454947,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.53274310e+03
4.50000e+05,21.5914,0.01259,0.3405,0.03143,745.115956,6.463777,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.52108656e+03
4.60000e+05,21.6334,0.00640,0.3408,0.03160,741.975815,6.472458,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.50965767e+03
4.70000e+05,21.8808,0.00205,0.3411,0.03259,738.620441,6.480996,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.49844694e+03
4.80000e+05,21.9519,0.00596,0.3411,0.03293,737.537925,6.489397,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.48744550e+03
4.90000e+05,21.9137,0.01024,0.3410,0.03142,737.411950,6.497665,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.47664499e+03
5.00000e+05,21.9824,0.00677,0.3404,0.03186,740.385020,6.505807,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.46603757e+03
5.10000e+05,22.0503,0.00892,0.3410,0.03286,735.237555,6.513825,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.45561583e+03
5.20000e+05,22.1133,0.00485,0.3404,0.03189,738.445783,6.521725,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.44537282e+03
5.30000e+05,22.2406,0.00107,0.3411,0.03110,732.853208,6.529512,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.43530195e+03
5.40000e+05,22.1180,0.01541,0.3408,0.03249,733.933037,6.537188,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.42539700e+03
5.50000e+05,22.1788,0.01087,0.3407,0.03241,733.749073,6.544758,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.41565208e+03
5.60000e+05,22.2835,0.01050,0.3409,0.03134,731.438519,6.552224,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.40606164e+03
5.70000e+05,22.4647,0.00460,0.3411,0.03168,729.281273,6.559592,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.39662038e+03
5.80000e+05,22.3462,0.01524,0.3408,0.03200,730.269767,6.566863,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.38732329e+03
5.90000e+05,22.6284,0.01303,0.3403,0.03269,732.656791,6.574041,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.37816562e+03
6.00000e+05,22.5016,0.00409,0.3405,0.03266,730.041405,6.581128,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.36914284e+03
6.10000e+05,22.7000,0.00404,0.3403,0.03115,730.650358,6.588128,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.36025066e+03
6.20000e+05,22.8041,0.00851,0.3411,0.03223,724.545375,6.595043,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.35148496e+03
6.30000e+05,22.6977,0.01306,0.3405,0.03263,728.027762,6.601875,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.34284184e+03
6.40000e+05,22.9050,0.01398,0.3403,0.03155,728.475893,6.608628,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.33431759e+03
6.50000e+05,22.7437,0.00789,0.3405,0.03128,725.962032,6.615302,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.32590863e+03
6.60000e+05,22.9699,0.01333,0.3403,0.03271,726.597927,6.621901,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.31761159e+03
6.70000e+05,23.0462,0.01264,0.3411,0.03152,720.647097,6.628427,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.30942320e+03
6.80000e+05,23.1313,0.01152,0.3411,0.03317,719.686129,6.634881,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.30134038e+03
6.90000e+05,23.0790,0.00830,0.3410,0.03153,719.634808,6.641265,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.29336013e+03
7.00000e+05,23.1678,0.00068,0.3411,0.03098,718.601061,6.647582,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.28547963e+03
7.10000e+05,23.2756,0.00357,0.3403,0.03133,723.038284,6.653832,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.27769614e+03
7.20000e+05,23.3259,0.00210,0.3411,0.03271,716.771536,6.660019,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.27000705e+03
7.30000e+05,23.1734,0.01398,0.3405,0.03235,720.199024,6.666143,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.26240984e+03
7.40000e+05,23.1483,0.00632,0.3407,0.03250,718.079437,6.672205,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.25490211e+03
7.50000e+05,23.3108,0.01537,0.3404,0.03116,719.294094,6.678209,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.24748155e+03
7.60000e+05,23.4524,0.00262,0.3403,0.03260,719.066971,6.684154,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.24014592e+03
7.70000e+05,23.4189,0.01360,0.3404,0.03290,717.876355,6.690042,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.23289310e+03
7.80000e+05,23.5780,0.01351,0.3403,0.03098,717.992496,6.695875,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.22572101e+03
7.90000e+05,23.4457,0.00470,0.3409,0.03264,713.039206,6.701654,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.21862769e+03
8.00000e+05,23.5957,0.01118,0.3403,0.03292,716.154867,6.707381,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.21161123e+03
8.10000e+05,23.5528,0.00433,0.3404,0.03150,715.026029,6.713055,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.20466977e+03
8.20000e+05,23.4792,0.01821,0.3406,0.03157,713.123736,6.718680,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.19780156e+03
8.30000e+05,23.8019,0.00940,0.3403,0.03272,714.612316,6.724255,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.19100489e+03
8.40000e+05,23.7212,0.00591,0.3410,0.03110,709.487164,6.729781,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.18427810e+03
8.50000e+05,23.7050,0.01302,0.3404,0.03149,712.342436,6.735261,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.17761960e+03
8.60000e+05,23.7635,0.01353,0.3404,0.03146,711.846521,6.740694,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.17102786e+03
8.70000e+05,23.7806,0.00347,0.3409,0.03125,708.044942,6.746083,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.16450139e+03
8.80000e+05,23.7996,0.01552,0.3409,0.03260,707.374561,6.751427,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.15803875e+03
8.90000e+05,23.8004,0.01250,0.3409,0.03203,707.210222,6.756728,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.15163856e+03
9.00000e+05,23.9738,0.00558,0.3404,0.03250,709.655041,6.761986,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.14529947e+03
9.10000e+05,23.8433,0.01782,0.3407,0.03152,707.295832,6.767203,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.13902019e+03
9.20000e+05,23.8695,0.01942,0.3406,0.03164,706.990678,6.772379,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.13279945e+03
9.30000e+05,24.1870,0.00843,0.3403,0.03201,708.398386,6.777516,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.12663605e+03
9.40000e+05,24.0281,0.01554,0.3405,0.03236,706.562710,6.782613,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.12052880e+03
9.50000e+05,24.1524,0.01218,0.3404,0.03116,706.718647,6.787672,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.11447656e+03
9.60000e+05,24.0328,0.01903,0.3408,0.03174,703.450531,6.792693,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.10847821e+03
9.70000e+05,24.3509,0.00696,0.3411,0.03083,701.053604,6.797677,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.10253269e+03
9.80000e+05,24.0964,0.01489,0.3408,0.03245,702.617500,6.802625,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.09663896e+03
9.90000e+05,24.2209,0.01779,0.3404,0.03133,703.998357,6.807538,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.09079600e+03
1.00000e+06,24.2106,0.00607,0.3409,0.03222,700.844784,6.812416,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.08500284e+03
1.01000e+06,24.4373,0.00144,0.3411,0.03095,699.148042,6.817260,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.07925851e+03
1.02000e+06,24.2503,0.01671,0.3408,0.03194,699.972539,6.822070,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.07356211e+03
1.03000e+06,24.5766,0.01304,0.3411,0.03229,697.714474,6.826847,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.06791271e+03
1.04000e+06,24.5178,0.01271,0.3410,0.03098,697.606440,6.831591,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.06230946e+03
1.05000e+06,24.5730,0.01221,0.3403,0.03216,701.461371,6.836304,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.05675151e+03
1.06000e+06,24.3457,0.01762,0.3407,0.03186,698.458063,6.840985,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.05123803e+03
1.07000e+06,24.4835,0.00878,0.3409,0.03192,696.815667,6.845636,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.04576821e+03
1.08000e+06,24.6888,0.01010,0.3403,0.03282,699.915102,6.850257,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.04034128e+03
1.09000e+06,24.6817,0.01412,0.3410,0.03274,694.987026,6.854848,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.03495648e+03
1.10000e+06,24.7947,0.01695,0.3411,0.03222,694.129978,6.859409,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.02961307e+03
1.11000e+06,24.7619,0.01447,0.3410,0.03096,693.971440,6.863942,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.02431033e+03
1.12000e+06,24.8900,0.00312,0.3403,0.03165,698.194912,6.868447,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.01904755e+03
1.13000e+06,24.7729,0.01773,0.3410,0.03244,693.193898,6.872924,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.01382407e+03
1.14000e+06,24.6852,0.00777,0.3409,0.03182,693.538215,6.877373,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.00863920e+03
1.15000e+06,24.7175,0.01076,0.3409,0.03216,692.946330,6.881796,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.00349231e+03
1.16000e+06,25.0329,0.01709,0.3403,0.03077,696.353828,6.886192,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.99838275e+03
1.17000e+06,25.0423,0.01165,0.3411,0.03183,690.686168,6.890563,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.99330993e+03
1.18000e+06,24.8918,0.00346,0.3404,0.03256,694.411942,6.894907,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.98827323e+03
1.19000e+06,24.7778,0.01736,0.3408,0.03257,691.468895,6.899227,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.98327208e+03
1.20000e+06,24.7900,0.02156,0.3406,0.03141,692.326227,6.903521,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.97830589e+03
1.21000e+06,24.9244,0.01309,0.3405,0.03237,692.626813,6.907791,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.97337411e+03
1.22000e+06,25.0510,0.01136,0.3404,0.03179,692.834574,6.912037,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.96847621e+03
1.23000e+06,24.9868,0.01921,0.3409,0.03257,688.903937,6.916259,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.96361164e+03
1.24000e+06,25.1396,0.01364,0.3410,0.03184,687.887871,6.920458,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.95877990e+03
1.25000e+06,25.0699,0.01484,0.3404,0.03230,691.006554,6.924634,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.95398047e+03
1.26000e+06,25.2915,0.01247,0.3411,0.03270,686.642585,6.928787,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.94921285e+03
1.27000e+06,24.9818,0.02191,0.3407,0.03148,688.535700,6.932918,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.94447658e+03
1.28000e+06,25.2316,0.01222,0.3410,0.03110,686.280532,6.937026,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.93977117e+03
1.29000e+06,25.4089,0.01474,0.3411,0.03214,685.178588,6.941113,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.93509617e+03
1.30000e+06,25.2716,0.01419,0.3404,0.03132,689.130716,6.945179,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.93045112e+03
1.31000e+06,25.3262,0.01369,0.3404,0.03279,688.720356,6.949223,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.92583558e+03
1.32000e+06,25.1389,0.02049,0.3406,0.03164,686.700108,6.953247,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.92124913e+03
1.33000e+06,25.4540,0.01942,0.3403,0.03089,688.300297,6.957250,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.91669134e+03
1.34000e+06,25.3591,0.01215,0.3404,0.03228,687.236003,6.961233,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.91216180e+03
1.35000e+06,25.2454,0.01968,0.3406,0.03232,685.736318,6.965196,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.90766011e+03
1.36000e+06,25.2389,0.01081,0.3408,0.03154,684.303604,6.969139,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.90318588e+03
1.37000e+06,25.2995,0.02134,0.3408,0.03200,683.351064,6.973063,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.89873871e+03
1.38000e+06,25.5858,0.01823,0.3403,0.03296,686.058753,6.976968,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.89431823e+03
1.39000e+06,25.3658,0.01916,0.3408,0.03134,682.591303,6.980853,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.88992407e+03
1.40000e+06,25.4157,0.02099,0.3405,0.03132,684.312625,6.984720,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.88555587e+03
1.41000e+06,25.4401,0.01367,0.3409,0.03233,681.459278,6.988569,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.88121327e+03
1.42000e+06,25.6007,0.01334,0.3410,0.03102,680.452222,6.992399,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.87689593e+03
1.43000e+06,25.4118,0.02203,0.3406,0.03225,682.212590,6.996212,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.87260351e+03
1.44000e+06,25.5978,0.01273,0.3404,0.03120,683.068899,7.000007,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.86833567e+03
1.45000e+06,25.7894,0.01454,0.3403,0.03291,683.255382,7.003784,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.86409210e+03
1.46000e+06,25.5515,0.01791,0.3405,0.03158,681.657958,7.007544,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.85987246e+03
1.47000e+06,25.6937,0.01987,0.3410,0.03272,678.447230,7.011287,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.85567644e+03
1.48000e+06,25.5585,0.02055,0.3408,0.03231,679.226001,7.015013,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.85150375e+03
1.49000e+06,25.8617,0.01556,0.3403,0.03267,681.574612,7.018723,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.84735408e+03
1.50000e+06,25.5663,0.02344,0.3407,0.03222,679.198918,7.022416,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.84322712e+03
1.51000e+06,25.9305,0.01968,0.3403,0.03182,680.869926,7.026093,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.83912260e+03
1.52000e+06,25.7226,0.01620,0.3409,0.03138,677.222495,7.029754,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.83504023e+03
