#t (yr), a_m (R_p), e_m, a_p (AU), e_p, alpha (''/yr), spin_period (hr), obliquity (deg), phase (deg), i_p (deg), Omg_p (deg),S_x,S_y,S_z
6.10000e+05,21.0375,0.05320,0.1702,0.03113,5553.294824,6.896061,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.98693677e+03
6.20000e+05,21.1963,0.04468,0.1702,0.03066,5533.865187,6.917326,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.96238325e+03
6.30000e+05,21.5835,0.01781,0.1701,0.03047,5529.749301,6.938596,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.93797514e+03
6.40000e+05,21.2259,0.04638,0.1701,0.03090,5506.246128,6.959872,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.91370948e+03
6.50000e+05,21.6606,0.01386,0.1701,0.03116,5492.257372,6.981155,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.88958338e+03
6.60000e+05,21.8650,0.02940,0.1703,0.03131,5455.100883,7.002447,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.86559417e+03
6.70000e+05,21.5646,0.04404,0.1703,0.03081,5440.275277,7.023748,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.84173919e+03
6.80000e+05,22.1525,0.03750,0.1703,0.03162,5417.970931,7.045061,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.81801596e+03
6.90000e+05,21.5939,0.01955,0.1701,0.03134,5417.818611,7.066387,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.79442205e+03
7.00000e+05,21.3371,0.05505,0.1702,0.03098,5392.229332,7.087726,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.77095516e+03
7.10000e+05,22.1534,0.03911,0.1701,0.03138,5387.181277,7.109080,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.74761308e+03
7.20000e+05,21.4983,0.05209,0.1702,0.03129,5355.078029,7.130450,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.72439363e+03
7.30000e+05,21.7145,0.02229,0.1702,0.03074,5336.216603,7.151837,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.70129481e+03
7.40000e+05,21.9131,0.01840,0.1703,0.03101,5316.882316,7.173241,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.67831457e+03
7.50000e+05,22.2339,0.04952,0.1703,0.03124,5297.399896,7.194665,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.65545106e+03
7.60000e+05,22.0755,0.02792,0.1701,0.03148,5297.744743,7.216108,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.63270239e+03
7.70000e+05,22.3319,0.05721,0.1701,0.03045,5283.397258,7.237571,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.61006681e+03
7.80000e+05,22.4376,0.01858,0.1701,0.03160,5266.160628,7.259057,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.58754258e+03
7.90000e+05,22.3313,0.05548,0.1703,0.03147,5230.014952,7.280564,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.56512805e+03
8.00000e+05,22.5615,0.05172,0.1703,0.03047,5212.271492,7.302095,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.54282163e+03
8.10000e+05,21.7472,0.03663,0.1702,0.03072,5208.035228,7.323650,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.52062175e+03
8.20000e+05,21.9585,0.04166,0.1702,0.03065,5185.463414,7.345230,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.49852692e+03
8.30000e+05,22.6164,0.02415,0.1701,0.03103,5182.724570,7.366835,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.47653567e+03
8.40000e+05,22.3259,0.03404,0.1701,0.03080,5164.474639,7.388466,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.45464663e+03
8.50000e+05,22.6735,0.05330,0.1703,0.03070,5130.917741,7.410124,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.43285839e+03
8.60000e+05,21.9235,0.03597,0.1702,0.03127,5122.524211,7.431810,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.41116967e+03
8.70000e+05,22.2696,0.02578,0.1701,0.03138,5113.941854,7.453524,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.38957915e+03
8.80000e+05,23.0204,0.02394,0.1703,0.03150,5081.864737,7.475266,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.36808561e+03
8.90000e+05,22.7531,0.04604,0.1703,0.03041,5067.567705,7.497039,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.34668783e+03
9.00000e+05,23.0571,0.03125,0.1703,0.03161,5050.335117,7.518841,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.32538466e+03
9.10000e+05,22.3274,0.02625,0.1701,0.03126,5049.758405,7.540674,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.30417494e+03
9.20000e+05,22.0394,0.05737,0.1702,0.03100,5029.182876,7.562538,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.28305757e+03
9.30000e+05,22.7498,0.02416,0.1701,0.03152,5021.646948,7.584435,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.26203147e+03
9.40000e+05,22.1001,0.05630,0.1702,0.03107,4998.072400,7.606363,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.24109560e+03
9.50000e+05,22.4499,0.02509,0.1701,0.03119,4987.591372,7.628325,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.22024894e+03
9.60000e+05,22.9116,0.06014,0.1701,0.03043,4976.523677,7.650319,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.19949049e+03
9.70000e+05,22.3562,0.02986,0.1701,0.03100,4954.976350,7.672348,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.17881930e+03
9.80000e+05,22.6837,0.04444,0.1701,0.03083,4943.249858,7.694412,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.15823441e+03
9.90000e+05,22.7805,0.04680,0.1703,0.03053,4915.006476,7.716510,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.13773493e+03
1.00000e+06,23.2257,0.06249,0.1701,0.03053,4916.620012,7.738644,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.11731993e+03
1.01000e+06,23.4203,0.01035,0.1703,0.03060,4882.118568,7.760813,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.09698857e+03
1.02000e+06,23.2344,0.03131,0.1701,0.03080,4885.507323,7.783019,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.07673998e+03
1.03000e+06,22.9353,0.03134,0.1703,0.03058,4855.125176,7.805262,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.05657335e+03
1.04000e+06,23.4722,0.06574,0.1703,0.03129,4836.878286,7.827542,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.03648784e+03
1.05000e+06,22.5246,0.06134,0.1702,0.03070,4830.213618,7.849859,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.01648269e+03
1.06000e+06,23.4988,0.04925,0.1701,0.03066,4827.554959,7.872215,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.99655711e+03
1.07000e+06,23.5427,0.05184,0.1703,0.03064,4793.444896,7.894609,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.97671036e+03
1.08000e+06,22.6327,0.05074,0.1702,0.03131,4784.893881,7.917042,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.95694168e+03
1.09000e+06,23.2313,0.02066,0.1703,0.03086,4766.774601,7.939515,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.93725038e+03
1.10000e+06,23.5881,0.04477,0.1701,0.03076,4769.083910,7.962027,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.91763572e+03
1.11000e+06,23.4967,0.02897,0.1701,0.03126,4754.172586,7.984579,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.89809705e+03
1.12000e+06,23.3630,0.03267,0.1703,0.03116,4723.697898,8.007172,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.87863366e+03
1.13000e+06,23.3809,0.05633,0.1703,0.03052,4709.200409,8.029805,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.85924492e+03
1.14000e+06,22.6272,0.06972,0.1702,0.03076,4704.059427,8.052480,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.83993015e+03
1.15000e+06,22.7585,0.04107,0.1702,0.03108,4687.510114,8.075197,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.82068875e+03
1.16000e+06,23.8767,0.02605,0.1701,0.03045,4684.280901,8.097955,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.80152007e+03
1.17000e+06,23.3945,0.05206,0.1701,0.03150,4667.840220,8.120755,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.78242354e+03
1.18000e+06,23.7151,0.02966,0.1703,0.03145,4638.565807,8.143599,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.76339853e+03
1.19000e+06,23.2033,0.03433,0.1701,0.03141,4638.441203,8.166485,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.74444448e+03
1.20000e+06,22.7694,0.07365,0.1702,0.03091,4621.062933,8.189414,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.72556080e+03
1.21000e+06,23.6202,0.05915,0.1701,0.03155,4613.483758,8.212387,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.70674695e+03
1.22000e+06,24.0210,0.01977,0.1701,0.03040,4600.973570,8.235404,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.68800237e+03
1.23000e+06,23.9297,0.05827,0.1701,0.03162,4587.363013,8.258465,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.66932651e+03
1.24000e+06,23.4376,0.06095,0.1703,0.03147,4557.977479,8.281571,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.65071887e+03
1.25000e+06,23.8920,0.02490,0.1701,0.03141,4559.520970,8.304722,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.63217889e+03
1.26000e+06,24.1314,0.05817,0.1701,0.03058,4547.359208,8.327918,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.61370610e+03
1.27000e+06,24.1144,0.04133,0.1703,0.03067,4515.401029,8.351160,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.59529997e+03
1.28000e+06,24.2324,0.02681,0.1701,0.03081,4520.240609,8.374447,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.57696003e+03
1.29000e+06,23.0231,0.06233,0.1702,0.03076,4499.219135,8.397780,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.55868577e+03
1.30000e+06,24.1162,0.02348,0.1701,0.03117,4492.870839,8.421160,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.54047675e+03
1.31000e+06,23.3283,0.04482,0.1702,0.03128,4466.846541,8.444587,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.52233247e+03
1.32000e+06,23.4519,0.04413,0.1702,0.03095,4453.405432,8.468060,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.50425251e+03
1.33000e+06,24.1719,0.07105,0.1703,0.03139,4436.332317,8.491582,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.48623588e+03
1.34000e+06,23.2974,0.06281,0.1702,0.03068,4429.038968,8.515152,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.46828178e+03
1.35000e+06,23.3801,0.06812,0.1702,0.03127,4414.656074,8.538770,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.45039066e+03
1.36000e+06,24.2864,0.05746,0.1703,0.03034,4397.635331,8.562436,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.43256211e+03
1.37000e+06,24.3847,0.07940,0.1703,0.03160,4384.060946,8.586151,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.41479570e+03
1.38000e+06,23.2300,0.04596,0.1702,0.03113,4380.379819,8.609914,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.39709101e+03
1.39000e+06,23.2806,0.07218,0.1701,0.03068,4371.181502,8.633726,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.37944764e+03
1.40000e+06,24.2772,0.02473,0.1703,0.03093,4347.495817,8.657587,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.36186516e+03
1.41000e+06,23.9205,0.06694,0.1701,0.03089,4349.553165,8.681498,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.34434322e+03
1.42000e+06,24.6039,0.01719,0.1701,0.03077,4338.718722,8.705458,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.32688138e+03
1.43000e+06,24.2666,0.03932,0.1701,0.03146,4324.912147,8.729469,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.30947930e+03
1.44000e+06,23.9935,0.02914,0.1703,0.03147,4298.462475,8.753529,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.29213657e+03
1.45000e+06,23.5597,0.04948,0.1701,0.03125,4295.744509,8.777640,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.27485284e+03
1.46000e+06,24.7165,0.02658,0.1703,0.03158,4271.331477,8.801802,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.25762773e+03
1.47000e+06,24.5607,0.05216,0.1703,0.03049,4259.280679,8.826015,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.24046087e+03
1.48000e+06,23.9481,0.05198,0.1701,0.03095,4261.338356,8.850279,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.22335193e+03
1.49000e+06,24.3097,0.03260,0.1703,0.03104,4235.768994,8.874595,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.20630052e+03
1.50000e+06,24.1784,0.02168,0.1701,0.03130,4237.084931,8.898962,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.18930634e+03
1.51000e+06,23.5153,0.06045,0.1701,0.03069,4221.609402,8.923381,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.17236901e+03
1.52000e+06,23.8321,0.02715,0.1702,0.03076,4202.197989,8.947853,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.15548822e+03
1.53000e+06,23.3547,0.08139,0.1702,0.03098,4194.616816,8.972377,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.13866361e+03
1.54000e+06,23.6896,0.05640,0.1702,0.03088,4179.413741,8.996953,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.12189488e+03
1.55000e+06,24.2963,0.04333,0.1703,0.03116,4163.807856,9.021583,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.10518169e+03
1.56000e+06,24.6670,0.02745,0.1701,0.03105,4166.354579,9.046266,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.08852372e+03
1.57000e+06,23.9977,0.04387,0.1701,0.03130,4151.502782,9.071002,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.07192067e+03
1.58000e+06,23.6338,0.06982,0.1701,0.03069,4137.662458,9.095791,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.05537221e+03
1.59000e+06,24.7289,0.03743,0.1703,0.03039,4115.262557,9.120635,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.03887805e+03
1.60000e+06,23.5924,0.07389,0.1702,0.03111,4108.977706,9.145533,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.02243788e+03
1.61000e+06,23.6586,0.07199,0.1702,0.03074,4097.849536,9.170485,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,6.00605140e+03
1.62000e+06,24.6505,0.07955,0.1701,0.03071,4095.663523,9.195491,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.98971832e+03
1.63000e+06,24.8480,0.06507,0.1703,0.03113,4067.959965,9.220553,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.97343834e+03
1.64000e+06,24.4220,0.05589,0.1701,0.03122,4071.029706,9.245669,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.95721118e+03
1.65000e+06,24.3653,0.07686,0.1701,0.03047,4059.457148,9.270841,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.94103655e+03
1.66000e+06,23.8202,0.06587,0.1701,0.03112,4043.782951,9.296068,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.92491417e+03
1.67000e+06,24.3824,0.07180,0.1703,0.03145,4023.482828,9.321350,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.90884377e+03
1.68000e+06,25.1097,0.01599,0.1701,0.03117,4026.345624,9.346689,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.89282506e+03
1.69000e+06,23.9832,0.03905,0.1702,0.03109,4003.542121,9.372084,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.87685780e+03
1.70000e+06,24.7453,0.02349,0.1701,0.03067,4002.448341,9.397535,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.86094168e+03
1.71000e+06,23.7986,0.05543,0.1702,0.03099,3984.370044,9.423042,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.84507646e+03
1.72000e+06,25.0959,0.08559,0.1701,0.03045,3981.664691,9.448607,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.82926188e+03
1.73000e+06,24.7951,0.05738,0.1701,0.03133,3968.734417,9.474228,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.81349767e+03
1.74000e+06,23.7794,0.07717,0.1702,0.03078,3951.560526,9.499907,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.79778359e+03
1.75000e+06,25.0392,0.08542,0.1703,0.03140,3931.590953,9.525643,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.78211936e+03
1.76000e+06,24.8374,0.07256,0.1701,0.03156,3935.541308,9.551436,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.76650476e+03
1.77000e+06,25.0517,0.08538,0.1703,0.03147,3909.482088,9.577287,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.75093968e+03
1.78000e+06,25.2184,0.02347,0.1703,0.03080,3898.854949,9.603197,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.73542382e+03
1.79000e+06,25.2077,0.02646,0.1703,0.03085,3887.900615,9.629164,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.71995685e+03
1.80000e+06,24.1268,0.06345,0.1702,0.03136,3880.407885,9.655190,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.70453851e+03
1.81000e+06,24.9084,0.06837,0.1703,0.03041,3866.679118,9.681274,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.68916858e+03
1.82000e+06,23.8953,0.08265,0.1701,0.03105,3864.393652,9.707418,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.67384682e+03
1.83000e+06,25.2726,0.06437,0.1703,0.03086,3844.016084,9.733621,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.65857298e+03
1.84000e+06,23.9855,0.04408,0.1702,0.03084,3842.008896,9.759883,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.64334686e+03
1.85000e+06,23.8287,0.08579,0.1702,0.03103,3830.452429,9.786204,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.62816821e+03
1.86000e+06,25.0695,0.01819,0.1701,0.03144,3825.939316,9.812585,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.61303681e+03
1.87000e+06,25.5123,0.02715,0.1703,0.03121,3801.146418,9.839026,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.59795245e+03
1.88000e+06,24.7334,0.02850,0.1701,0.03103,3803.383442,9.865528,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.58291489e+03
1.89000e+06,25.3501,0.04664,0.1701,0.03156,3794.800628,9.892090,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.56792393e+03
1.90000e+06,25.0959,0.09142,0.1701,0.03039,3784.164712,9.918712,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.55297935e+03
1.91000e+06,24.8323,0.05621,0.1703,0.03085,3760.681213,9.945395,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.53808091e+03
1.92000e+06,24.8895,0.07329,0.1701,0.03126,3761.819987,9.972139,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.52322844e+03
1.93000e+06,25.2140,0.07580,0.1703,0.03153,3738.116980,9.998944,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.50842169e+03
1.94000e+06,24.6190,0.05615,0.1701,0.03135,3739.565697,10.025811,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.49366047e+03
1.95000e+06,25.3595,0.05604,0.1701,0.03076,3731.514333,10.052739,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.47894458e+03
1.96000e+06,24.3797,0.06927,0.1702,0.03125,3710.268055,10.079730,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.46427380e+03
1.97000e+06,24.1298,0.07990,0.1702,0.03116,3704.426531,10.106782,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.44964796e+03
1.98000e+06,24.0629,0.08508,0.1702,0.03093,3695.023893,10.133896,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.43506682e+03
1.99000e+06,25.2993,0.03631,0.1701,0.03119,3689.834159,10.161073,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.42053019e+03
2.00000e+06,24.1299,0.08115,0.1702,0.03118,3672.172198,10.188312,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.40603790e+03
2.01000e+06,25.2741,0.04569,0.1703,0.03144,3656.337937,10.215615,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.39158972e+03
2.02000e+06,25.0542,0.07159,0.1701,0.03140,3658.519102,10.242980,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.37718547e+03
2.03000e+06,25.4464,0.07388,0.1701,0.03078,3649.716129,10.270408,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.36282497e+03
2.04000e+06,24.0926,0.08876,0.1702,0.03118,3632.239051,10.297900,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.34850801e+03
2.05000e+06,24.3456,0.06091,0.1701,0.03118,3624.256347,10.325456,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.33423443e+03
2.06000e+06,25.7046,0.04416,0.1701,0.03062,3619.428511,10.353075,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.32000401e+03
2.07000e+06,25.6021,0.09238,0.1701,0.03095,3609.843149,10.380759,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.30581658e+03
2.08000e+06,24.5934,0.03599,0.1701,0.03134,3595.520030,10.408507,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.29167196e+03
2.09000e+06,25.6384,0.09782,0.1703,0.03158,3574.924474,10.436319,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.27756996e+03
2.10000e+06,25.7063,0.05999,0.1701,0.03128,3579.658743,10.464196,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.26351040e+03
2.11000e+06,25.5733,0.06005,0.1703,0.03089,3555.873381,10.492137,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.24949312e+03
2.12000e+06,24.2021,0.08311,0.1702,0.03079,3553.744288,10.520144,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.23551791e+03
2.13000e+06,25.0876,0.02207,0.1703,0.03054,3538.247409,10.548216,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.22158461e+03
2.14000e+06,25.3577,0.05334,0.1701,0.03073,3539.108062,10.576353,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.20769305e+03
2.15000e+06,25.1077,0.05981,0.1703,0.03108,3518.161062,10.604557,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.19384304e+03
2.16000e+06,25.1227,0.05115,0.1701,0.03140,3518.878087,10.632826,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.18003444e+03
2.17000e+06,25.7999,0.06322,0.1701,0.03042,3511.175919,10.661161,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.16626703e+03
2.18000e+06,25.6743,0.02083,0.1703,0.03045,3488.541842,10.689562,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.15254069e+03
2.19000e+06,25.4124,0.04840,0.1701,0.03072,3490.649433,10.718030,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.13885522e+03
2.20000e+06,24.6775,0.06595,0.1701,0.03108,3478.371139,10.746564,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.12521046e+03
2.21000e+06,25.5600,0.04582,0.1703,0.03045,3460.068448,10.775165,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,5.11160626e+03
