#t (yr), a_m (R_p), e_m, a_p (AU), e_p, alpha (''/yr), spin_period (hr), obliquity (deg), phase (deg), i_p (deg), Omg_p (deg),S_x,S_y,S_z
6.00000e+04,16.1223,0.00778,0.1701,0.03167,6512.782730,5.983700,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,9.20474008e+03
7.00000e+04,16.2620,0.03865,0.1703,0.03093,6398.136532,6.055118,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,9.09617396e+03
8.00000e+04,16.8179,0.03616,0.1701,0.03192,6347.375913,6.122400,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.99621088e+03
9.00000e+04,17.0843,0.04802,0.1701,0.03202,6273.643372,6.186510,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.90298430e+03
1.00000e+05,17.1440,0.03262,0.1701,0.03146,6199.657840,6.248119,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.81519744e+03
1.10000e+05,17.1655,0.03065,0.1703,0.03100,6120.728270,6.307714,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.73191118e+03
1.20000e+05,17.9668,0.05931,0.1701,0.03203,6080.278876,6.365662,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.65242317e+03
1.30000e+05,17.9968,0.05121,0.1704,0.03064,5986.696613,6.422240,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.57619808e+03
1.40000e+05,17.7136,0.06251,0.1703,0.03104,5942.859803,6.477665,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.50281757e+03
1.50000e+05,17.9690,0.02636,0.1702,0.03141,5896.646538,6.532111,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.43194539e+03
1.60000e+05,18.3954,0.04728,0.1701,0.03175,5850.415771,6.585722,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.36330562e+03
1.70000e+05,18.1989,0.03628,0.1703,0.03104,5784.377220,6.638618,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.29666747e+03
1.80000e+05,18.3081,0.07017,0.1702,0.03122,5739.023575,6.690901,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.23183646e+03
1.90000e+05,19.2407,0.04277,0.1701,0.03216,5705.074182,6.742663,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.16864202e+03
2.00000e+05,19.2684,0.01844,0.1701,0.03175,5655.991964,6.793980,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.10694184e+03
2.10000e+05,19.4248,0.07209,0.1701,0.03176,5611.871542,6.844909,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,8.04662262e+03
2.20000e+05,18.8229,0.05142,0.1702,0.03182,5553.279560,6.895506,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.98757899e+03
2.30000e+05,19.7995,0.06250,0.1704,0.03127,5490.338226,6.945820,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.92971898e+03
2.40000e+05,19.1770,0.04783,0.1702,0.03181,5470.694983,6.995894,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.87296123e+03
2.50000e+05,19.0522,0.08464,0.1703,0.03104,5420.821699,7.045766,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.81723382e+03
2.60000e+05,20.0242,0.03550,0.1704,0.03141,5367.285293,7.095470,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.76247453e+03
2.70000e+05,20.4836,0.05403,0.1701,0.03099,5357.097064,7.145034,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.70862661e+03
2.80000e+05,20.6737,0.00732,0.1704,0.03197,5284.403993,7.194488,0.000000,0.000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,7.65563900e+03
